date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank,home_market_value,away_market_value
2023-09-09,Rwanda,Senegal,1,1,African Nations Cup qual,Rwanda,1264,1750,150,34,6800000.0,474000000.0
2023-09-09,DR Congo,Sudan,2,0,African Nations Cup qual,DR Congo,1524,1283,73,143,153500000.0,3250000.0
2023-09-10,Finland,Denmark,0,1,European Champ qual,Finland,1689,1868,44,15,41700000.0,368000000.0
2023-09-10,Faroe Islands,Moldova,0,1,European Champ qual,the Faroe Islands,1254,1313,151,131,4950000.0,10530000.0
2023-09-10,El Salvador,Trinidad and Tobago,2,3,CONCACAF Nat League A,El Salvador,1425,1413,95,102,6960000.0,10100000.0
2023-09-10,Greece,Gibraltar,5,0,European Champ qual,Greece,1687,1061,45,181,315600000.0,1380000.0
2023-09-10,Saint Lucia,Saint Kitts and Nevis,2,0,CONCACAF Nat League B,Saint Lucia,1109,1124,176,171,250000.0,575000.0
2023-09-10,Martinique,Curaçao,1,0,CONCACAF Nat League A,Martinique,1423,1313,97,131,3830000.0,28680000.0
2023-09-10,Guatemala,Panama,1,1,CONCACAF Nat League A,Guatemala,1522,1703,74,40,5400000.0,32400000.0
2023-09-10,Albania,Poland,2,0,European Champ qual,Albania,1614,1723,57,37,81750000.0,214000000.0
2023-09-10,Ireland,Netherlands,1,2,European Champ qual,Ireland,1648,1972,50,9,144080000.0,766000000.0
2023-09-10,Nigeria,Sao Tome and Principe,6,0,African Nations Cup qual,Nigeria,1617,1064,56,180,218080000.0,1430000.0
2023-09-10,Lithuania,Serbia,1,3,European Champ qual,Lithuania,1268,1831,148,24,18550000.0,296500000.0
2023-09-10,Montenegro,Bulgaria,2,1,European Champ qual,Montenegro,1550,1480,70,86,60130000.0,29750000.0
2023-09-10,San Marino,Slovenia,0,4,European Champ qual,San Marino,779,1673,212,47,1120000.0,143850000.0
2023-09-10,Congo,Gambia,2,2,African Nations Cup qual,Morocco,1274,1438,146,93,2600000.0,72280000.0
2023-09-10,Togo,Cape Verde,3,2,African Nations Cup qual,Togo,1386,1496,111,81,29680000.0,53430000.0
2023-09-10,Lebanon,India,1,0,King's Cup,Thailand,1314,1268,130,148,6430000.0,4800000.0
2023-09-10,Thailand,Iraq,2,2,King's Cup,Thailand,1390,1601,110,61,6380000.0,19780000.0
2023-09-10,Kazakhstan,Northern Ireland,1,0,European Champ qual,Kazakhstan,1454,1462,91,89,17700000.0,79880000.0
2023-09-11,Dominican Republic,Montserrat,3,0,CONCACAF Nat League B,the Dominican Republic,1180,990,163,189,18030000.0,375000.0
2023-09-11,Nicaragua,Barbados,5,1,CONCACAF Nat League B,Nicaragua,1316,1011,128,186,2580000.0,200000.0
2023-09-11,Cayman Islands,Aruba,1,2,CONCACAF Nat League C,the Cayman Islands,806,969,210,191,0.0,125000.0
2023-09-11,Armenia,Croatia,0,1,European Champ qual,Armenia,1508,2015,78,5,40380000.0,357300000.0
2023-09-11,Iceland,Bosnia and Herzegovina,1,0,European Champ qual,Iceland,1494,1536,82,71,74000000.0,133400000.0
2023-09-11,Latvia,Wales,0,2,European Champ qual,Latvia,1318,1673,127,47,17530000.0,199050000.0
2023-09-11,Portugal,Luxembourg,9,0,European Champ qual,Portugal,2021,1503,4,80,968500000.0,32900000.0
2023-09-11,Slovakia,Liechtenstein,3,0,European Champ qual,Slovakia,1613,964,58,192,130550000.0,600000.0
2023-09-11,Guinea-Bissau,Sierra Leone,2,1,African Nations Cup qual,Guinea-Bissau,1413,1314,103,130,41400000.0,13430000.0
2023-09-12,Turks and Caicos Islands,Dominica,0,3,CONCACAF Nat League C,Turks and Caicos Islands,720,994,216,189,50000.0,0.0
2023-09-12,Spain,Cyprus,6,0,European Champ qual,Spain,2007,1334,7,122,1310000000.0,19100000.0
2023-09-12,Romania,Kosovo,2,0,European Champ qual,Romania,1641,1477,50,87,97200000.0,114280000.0
2023-09-12,Norway,Georgia,2,1,European Champ qual,Norway,1745,1623,33,54,504000000.0,199050000.0
2023-09-12,Malta,North Macedonia,0,2,European Champ qual,Malta,1253,1557,151,67,14750000.0,38680000.0
2023-09-12,Italy,Ukraine,2,1,European Champ qual,Italy,1955,1831,10,21,833500000.0,288200000.0
2023-09-12,Israel,Belarus,1,0,European Champ qual,Israel,1625,1404,53,107,86900000.0,14000000.0
2023-09-12,Belgium,Estonia,5,0,European Champ qual,Belgium,1983,1420,8,98,558200000.0,7000000.0
2023-09-12,St Vincent & Grenadines,Bermuda,4,3,CONCACAF Nat League B,St Vincent & Grenadines,1080,1150,179,166,0.0,375000.0
2023-09-12,Sweden,Austria,1,3,European Champ qual,Sweden,1720,1821,37,25,435380000.0,258300000.0
2023-09-12,Guyana,Bahamas,3,2,CONCACAF Nat League B,Guyana,1206,831,159,206,1500000.0,0.0
2023-09-12,French Guiana,Belize,0,2,CONCACAF Nat League B,French Guiana,1248,1088,152,178,125000.0,375000.0
2023-09-12,Jamaica,Haiti,2,2,CONCACAF Nat League A,Jamaica,1584,1520,64,75,53850000.0,56830000.0
2023-09-12,Honduras,Grenada,4,0,CONCACAF Nat League A,Honduras,1487,1114,84,175,16300000.0,1750000.0
2023-09-12,Venezuela,Paraguay,1,0,World Cup qualifier,Venezuela,1711,1705,38,41,62780000.0,134450000.0
2023-09-12,Peru,Brazil,0,1,World Cup qualifier,Peru,1829,2107,23,2,28900000.0,908700000.0
2023-09-12,Ecuador,Uruguay,2,1,World Cup qualifier,Ecuador,1868,1906,15,12,366730000.0,362450000.0
2023-09-12,Chile,Colombia,0,0,World Cup qualifier,Chile,1707,1947,39,11,72700000.0,300500000.0
2023-09-12,Bolivia,Argentina,0,3,World Cup qualifier,Bolivia,1596,2157,62,1,19280000.0,761200000.0
2023-09-12,Puerto Rico,Antigua and Barbuda,5,0,CONCACAF Nat League B,the Bahamas,1167,1043,165,183,1180000.0,650000.0
2023-09-12,Switzerland,Andorra,3,0,European Champ qual,Switzerland,1862,1129,17,171,317600000.0,3340000.0
2023-09-12,Cuba,Suriname,1,0,CONCACAF Nat League A,Cuba,1295,1283,138,142,2100000.0,37650000.0
2023-09-12,Cameroon,Burundi,3,0,African Nations Cup qual,Cameroon,1636,1271,51,145,197400000.0,12450000.0
2023-09-30,Botswana,Zimbabwe,1,1,Independence Cup,Botswana,1342,1318,118,127,3080000.0,7100000.0
2023-10-08,Solomon Islands,Papua New Guinea,3,1,Melanesian Cup,New Caledonia,1267,1180,148,163,450000.0,0.0
2023-10-08,New Caledonia,Vanuatu,4,0,Melanesian Cup,New Caledonia,1200,1095,159,176,5200000.0,585000.0
2023-10-11,New Caledonia,Papua New Guinea,3,1,Melanesian Cup,New Caledonia,1220,1160,155,165,5200000.0,0.0
2023-10-11,Solomon Islands,Vanuatu,1,0,Melanesian Cup,New Caledonia,1278,1084,144,178,450000.0,585000.0
2023-10-12,Bonaire,Anguilla,2,0,CONCACAF Nat League C,Bonaire,861,578,204,232,350000.0,0.0
2023-10-12,Cyprus,Norway,0,4,European Champ qual,Cyprus,1323,1756,125,31,19100000.0,504000000.0
2023-10-12,Belarus,Romania,0,0,European Champ qual,Hungary,1416,1629,102,53,14000000.0,97200000.0
2023-10-12,Andorra,Kosovo,0,3,European Champ qual,Andorra,1115,1491,174,82,3340000.0,114280000.0
2023-10-12,Albania,Czechia,3,0,European Champ qual,Albania,1657,1748,49,33,81750000.0,179080000.0
2023-10-12,British Virgin Islands,Dominica,1,1,CONCACAF Nat League C,Saint Lucia,658,979,226,190,0.0,0.0
2023-10-12,Faroe Islands,Poland,0,2,European Champ qual,the Faroe Islands,1248,1729,152,37,4950000.0,214000000.0
2023-10-12,Bolivia,Ecuador,1,2,World Cup qualifier,Bolivia,1585,1879,64,15,19280000.0,366730000.0
2023-10-12,Suriname,Haiti,1,1,CONCACAF Nat League A,Suriname,1291,1512,140,76,37650000.0,56830000.0
2023-10-12,Grenada,Jamaica,1,4,CONCACAF Nat League A,Grenada,1107,1591,175,62,1750000.0,53850000.0
2023-10-12,Cuba,Honduras,0,0,CONCACAF Nat League A,the Dominican Republic,1305,1477,135,87,2100000.0,16300000.0
2023-10-12,Colombia,Uruguay,2,2,World Cup qualifier,Colombia,1939,1914,11,12,300500000.0,362450000.0
2023-10-12,Chile,Peru,2,0,World Cup qualifier,Chile,1739,1797,35,27,72700000.0,28900000.0
2023-10-12,Brazil,Venezuela,1,1,World Cup qualifier,Brazil,2089,1729,3,37,908700000.0,62780000.0
2023-10-12,Latvia,Armenia,2,0,European Champ qual,Latvia,1356,1470,116,88,17530000.0,40380000.0
2023-10-12,Argentina,Paraguay,1,0,World Cup qualifier,Argentina,2159,1703,1,42,761200000.0,134450000.0
2023-10-12,Saint Kitts and Nevis,Sint Maarten,3,2,CONCACAF Nat League B,Anguilla,1130,809,172,208,575000.0,325000.0
2023-10-12,Spain,Scotland,2,0,European Champ qual,Spain,2017,1816,5,24,1310000000.0,207830000.0
2023-10-12,Saint Lucia,Guadeloupe,2,1,CONCACAF Nat League B,Saint Lucia,1135,1300,169,137,250000.0,12600000.0
2023-10-12,Cambodia,Pakistan,0,0,World Cup & As Cup q,Cambodia,865,821,203,207,2480000.0,3440000.0
2023-10-12,Afghanistan,Mongolia,1,0,World Cup & As Cup q,Tajikistan,1083,805,179,210,325000.0,500000.0
2023-10-12,Croatia,Turkey,0,1,European Champ qual,Croatia,1978,1742,8,34,357300000.0,522700000.0
2023-10-12,Taiwan,East Timor,4,0,World Cup & As Cup q,Taiwan,927,617,195,230,1920000.0,925000.0
2023-10-12,Hong Kong,Bhutan,4,0,World Cup & As Cup q,Hong Kong,1121,567,173,235,3600000.0,690000.0
2023-10-12,Indonesia,Brunei,6,0,World Cup & As Cup q,Indonesia,1297,601,138,231,30580000.0,680000.0
2023-10-12,Maldives,Bangladesh,1,1,World Cup & As Cup q,the Maldives,896,911,200,198,950000.0,7740000.0
2023-10-12,Yemen,Sri Lanka,3,0,World Cup & As Cup q,Saudi Arabia,1099,674,176,224,1850000.0,885000.0
2023-10-12,Nepal,Laos,1,1,World Cup & As Cup q,Nepal,917,681,196,220,1330000.0,1320000.0
2023-10-12,Singapore,Guam,2,1,World Cup & As Cup q,Singapore,1133,704,170,217,4380000.0,240000.0
2023-10-12,Myanmar,Macao,5,1,World Cup & As Cup q,Myanmar,929,657,194,227,3130000.0,0.0
2023-10-13,Curaçao,Panama,1,2,CONCACAF Nat League A,Curaçao,1307,1709,135,43,28680000.0,32400000.0
2023-10-13,Martinique,El Salvador,1,0,CONCACAF Nat League A,Martinique,1438,1410,94,104,3830000.0,6960000.0
2023-10-13,Trinidad and Tobago,Guatemala,3,2,CONCACAF Nat League A,Trinidad and Tobago,1434,1501,96,79,10100000.0,5400000.0
2023-10-13,Barbados,Dominican Republic,0,5,CONCACAF Nat League B,Barbados,979,1212,189,158,200000.0,18030000.0
2023-10-13,Netherlands,France,1,2,European Champ qual,the Netherlands,1954,2120,10,2,766000000.0,1470000000.0
2023-10-13,Montserrat,Nicaragua,0,3,CONCACAF Nat League B,Barbados,981,1325,188,125,375000.0,2580000.0
2023-10-13,St Vincent & Grenadines,French Guiana,1,4,CONCACAF Nat League B,St Vincent & Grenadines,1052,1276,182,145,0.0,125000.0
2023-10-13,Austria,Belgium,2,3,European Champ qual,Austria,1805,1999,26,7,258300000.0,558200000.0
2023-10-13,Estonia,Azerbaijan,0,2,European Champ qual,Estonia,1381,1456,111,92,7000000.0,16230000.0
2023-10-13,Iceland,Luxembourg,1,1,European Champ qual,Iceland,1489,1508,83,77,74000000.0,32900000.0
2023-10-13,Ireland,Greece,0,2,European Champ qual,Ireland,1613,1722,59,39,144080000.0,315600000.0
2023-10-13,Liechtenstein,Bosnia and Herzegovina,0,2,European Champ qual,Liechtenstein,960,1540,192,71,600000.0,133400000.0
2023-10-13,Belize,Bermuda,0,1,CONCACAF Nat League B,Belize,1066,1172,179,164,375000.0,375000.0
2023-10-13,Portugal,Slovakia,3,2,European Champ qual,Portugal,2023,1611,4,60,968500000.0,130550000.0
2023-10-13,Malaysia,India,4,2,Independence Tournament,Malaysia,1310,1253,134,150,7130000.0,4800000.0
2023-10-14,Bahamas,Antigua and Barbuda,1,4,CONCACAF Nat League B,the Bahamas,807,1067,208,179,0.0,650000.0
2023-10-14,Slovenia,Finland,3,0,European Champ qual,Slovenia,1700,1662,45,48,143850000.0,41700000.0
2023-10-14,Guyana,Puerto Rico,3,1,CONCACAF Nat League B,Saint Kitts and Nevis,1233,1140,155,166,1500000.0,1180000.0
2023-10-14,Aruba,US Virgin Islands,3,1,CONCACAF Nat League C,Aruba,974,634,191,228,125000.0,0.0
2023-10-14,Bulgaria,Lithuania,0,2,European Champ qual,Bulgaria,1429,1319,96,128,29750000.0,18550000.0
2023-10-14,Denmark,Kazakhstan,3,1,European Champ qual,Denmark,1871,1451,16,92,368000000.0,17700000.0
2023-10-14,Hungary,Serbia,2,1,European Champ qual,Hungary,1858,1817,18,23,210800000.0,296500000.0
2023-10-14,Italy,Malta,4,0,European Champ qual,Italy,1956,1252,9,151,833500000.0,14750000.0
2023-10-14,Northern Ireland,San Marino,3,0,European Champ qual,Northern Ireland,1463,778,89,212,79880000.0,1120000.0
2023-10-14,Ukraine,North Macedonia,2,0,European Champ qual,Czechia,1841,1547,19,70,288200000.0,38680000.0
2023-10-14,Papua New Guinea,Vanuatu,0,1,Melanesian Cup,New Caledonia,1136,1108,168,175,0.0,585000.0
2023-10-14,New Caledonia,Solomon Islands,0,1,Melanesian Cup,New Caledonia,1198,1300,160,138,5200000.0,450000.0
2023-10-15,Honduras,Cuba,4,0,CONCACAF Nat League A,Honduras,1490,1292,83,143,16300000.0,2100000.0
2023-10-15,Jamaica,Haiti,3,2,CONCACAF Nat League A,Trinidad and Tobago,1607,1496,61,79,53850000.0,56830000.0
2023-10-15,Suriname,Grenada,4,0,CONCACAF Nat League A,Suriname,1303,1095,138,176,37650000.0,1750000.0
2023-10-15,Guadeloupe,Saint Lucia,2,0,CONCACAF Nat League B,Guadeloupe,1311,1124,134,171,12600000.0,250000.0
2023-10-15,Saint Kitts and Nevis,Sint Maarten,0,1,CONCACAF Nat League B,Saint Kitts and Nevis,1093,846,177,206,575000.0,325000.0
2023-10-15,Czechia,Faroe Islands,1,0,European Champ qual,Czechia,1749,1247,31,152,179080000.0,4950000.0
2023-10-15,Georgia,Cyprus,4,0,European Champ qual,Georgia,1636,1316,50,130,199050000.0,19100000.0
2023-10-15,Poland,Moldova,1,1,European Champ qual,Poland,1711,1329,42,125,214000000.0,10530000.0
2023-10-15,Romania,Andorra,4,0,European Champ qual,Romania,1631,1113,53,173,97200000.0,3340000.0
2023-10-15,Switzerland,Belarus,3,3,European Champ qual,Switzerland,1844,1434,18,95,317600000.0,14000000.0
2023-10-15,Turkey,Latvia,4,0,European Champ qual,Turkey,1746,1352,32,116,522700000.0,17530000.0
2023-10-15,Wales,Croatia,2,1,European Champ qual,Wales,1705,1947,44,10,199050000.0,357300000.0
2023-10-15,Norway,Spain,0,1,European Champ qual,Norway,1745,2028,33,4,504000000.0,1310000000.0
2023-10-16,Belgium,Sweden,1,1,European Champ qual,Belgium,1983,1738,7,36,558200000.0,435380000.0
2023-10-16,Dominican Republic,Barbados,5,2,CONCACAF Nat League B,the Dominican Republic,1221,970,156,191,18030000.0,200000.0
2023-10-16,French Guiana,St Vincent & Grenadines,3,2,CONCACAF Nat League B,Martinique,1285,1043,144,184,125000.0,0.0
2023-10-16,Nicaragua,Montserrat,3,0,CONCACAF Nat League B,Nicaragua,1330,976,125,189,2580000.0,375000.0
2023-10-16,Saint Martin,Anguilla,8,0,CONCACAF Nat League C,Saint Kitts and Nevis,894,564,201,235,0.0,0.0
2023-10-16,Turks and Caicos Islands,British Virgin Islands,2,2,CONCACAF Nat League C,Turks and Caicos Islands,711,667,216,226,50000.0,0.0
2023-10-16,Azerbaijan,Austria,0,1,European Champ qual,Azerbaijan,1448,1813,92,25,16230000.0,258300000.0
2023-10-16,Gibraltar,Ireland,0,4,European Champ qual,Portugal,1057,1616,183,59,1380000.0,144080000.0
2023-10-16,Bosnia and Herzegovina,Portugal,0,5,European Champ qual,Bosnia and Herzegovina,1532,2031,72,4,133400000.0,968500000.0
2023-10-16,Iceland,Liechtenstein,4,0,European Champ qual,Iceland,1491,958,80,192,74000000.0,600000.0
2023-10-16,Luxembourg,Slovakia,0,1,European Champ qual,Luxembourg,1488,1631,84,52,32900000.0,130550000.0
2023-10-16,Greece,Netherlands,0,1,European Champ qual,Greece,1709,1967,42,8,315600000.0,766000000.0
2023-10-17,Malta,Ukraine,1,3,European Champ qual,Malta,1249,1844,152,17,14750000.0,288200000.0
2023-10-17,Northern Ireland,Slovenia,0,1,European Champ qual,Northern Ireland,1451,1712,91,41,79880000.0,143850000.0
2023-10-17,San Marino,Denmark,1,2,European Champ qual,San Marino,778,1871,212,16,1120000.0,368000000.0
2023-10-17,Serbia,Montenegro,3,1,European Champ qual,Serbia,1824,1546,23,69,296500000.0,60130000.0
2023-10-17,Morocco,Liberia,3,0,African Nations Cup qual,Morocco,1840,1293,20,140,456000000.0,14150000.0
2023-10-17,Guam,Singapore,0,1,World Cup & As Cup q,Guam,699,1138,217,167,240000.0,4380000.0
2023-10-17,Bhutan,Hong Kong,2,0,World Cup & As Cup q,Bhutan,623,1065,230,179,690000.0,3600000.0
2023-10-17,Brunei,Indonesia,0,6,World Cup & As Cup q,Brunei,598,1300,232,138,680000.0,30580000.0
2023-10-17,Lithuania,Hungary,2,2,European Champ qual,Lithuania,1336,1841,124,19,18550000.0,210800000.0
2023-10-17,Laos,Nepal,0,1,World Cup & As Cup q,Laos,668,930,225,195,1320000.0,1330000.0
2023-10-17,Macao,Myanmar,0,0,World Cup & As Cup q,Macao,666,920,227,197,0.0,3130000.0
2023-10-17,Bangladesh,Maldives,2,1,World Cup & As Cup q,Bangladesh,925,882,196,202,7740000.0,950000.0
2023-10-17,Finland,Kazakhstan,1,2,European Champ qual,Finland,1628,1485,53,85,41700000.0,17700000.0
2023-10-17,Guyana,Puerto Rico,3,1,CONCACAF Nat League B,Saint Kitts and Nevis,1255,1118,150,171,1500000.0,1180000.0
2023-10-17,Cayman Islands,US Virgin Islands,2,1,CONCACAF Nat League C,the Cayman Islands,813,627,209,229,0.0,0.0
2023-10-17,Ecuador,Colombia,0,0,World Cup qualifier,Ecuador,1877,1941,15,11,366730000.0,300500000.0
2023-10-17,Bermuda,Belize,1,1,CONCACAF Nat League B,Bermuda,1161,1077,164,178,375000.0,375000.0
2023-10-17,Antigua and Barbuda,Bahamas,2,2,CONCACAF Nat League B,Antigua and Barbuda,1051,823,183,208,650000.0,0.0
2023-10-17,Panama,Guatemala,3,0,CONCACAF Nat League A,Panama,1719,1491,38,79,32400000.0,5400000.0
2023-10-17,El Salvador,Martinique,0,0,CONCACAF Nat League A,El Salvador,1406,1442,103,93,6960000.0,3830000.0
2023-10-17,Curaçao,Trinidad and Tobago,5,3,CONCACAF Nat League A,Curaçao,1339,1402,123,105,28680000.0,10100000.0
2023-10-17,Venezuela,Chile,3,0,World Cup qualifier,Venezuela,1755,1713,30,40,62780000.0,72700000.0
2023-10-17,Uruguay,Brazil,2,0,World Cup qualifier,Uruguay,1950,2053,9,3,362450000.0,908700000.0
2023-10-17,Peru,Argentina,0,2,World Cup qualifier,Peru,1786,2170,27,1,28900000.0,761200000.0
2023-10-17,Paraguay,Bolivia,1,0,World Cup qualifier,Paraguay,1712,1576,41,63,134450000.0,19280000.0
2023-10-17,Mongolia,Afghanistan,0,1,World Cup & As Cup q,Mongolia,794,1094,210,175,500000.0,325000.0
2023-10-17,England,Italy,3,1,European Champ qual,England,2030,1939,5,12,1620000000.0,833500000.0
2023-10-17,Pakistan,Cambodia,1,0,World Cup & As Cup q,Pakistan,838,848,207,205,3440000.0,2480000.0
2023-10-17,Taiwan,East Timor,3,0,World Cup & As Cup q,Taiwan,933,611,194,231,1920000.0,925000.0
2023-10-17,Malaysia,Tajikistan,0,2,Independence Tournament,Malaysia,1283,1364,146,115,7130000.0,7700000.0
2023-10-17,Sri Lanka,Yemen,1,1,World Cup & As Cup q,Sri Lanka,689,1084,220,177,885000.0,1850000.0
2023-10-17,Australia,New Zealand,2,0,Soccer Ashes Trophy,England,1780,1525,29,72,51330000.0,31700000.0
2023-11-12,Kosovo,Israel,1,0,European Champ qual,Kosovo,1513,1603,76,61,114280000.0,86900000.0
2023-11-15,Israel,Switzerland,1,1,European Champ qual,Hungary,1615,1832,60,21,86900000.0,317600000.0
2023-11-15,Equatorial Guinea,Namibia,1,0,World Cup qualifier,Equatorial Guinea,1502,1368,78,114,12050000.0,2080000.0
2023-11-15,DR Congo,Mauritania,2,0,World Cup qualifier,DR Congo,1529,1402,72,104,153500000.0,23600000.0
2023-11-15,Rwanda,Zimbabwe,0,0,World Cup qualifier,Rwanda,1261,1321,149,130,6800000.0,7100000.0
2023-11-15,Ethiopia,Sierra Leone,0,0,World Cup qualifier,Morocco,1313,1318,134,131,2780000.0,13430000.0
2023-11-16,Japan,Myanmar,5,0,World Cup & As Cup q,Japan,1900,920,14,197,263899999.0,3130000.0
2023-11-16,Bahrain,Yemen,2,0,World Cup & As Cup q,Saudi Arabia,1487,1078,85,177,6230000.0,1850000.0
2023-11-16,Australia,Bangladesh,7,0,World Cup & As Cup q,Australia,1780,925,28,196,51330000.0,7740000.0
2023-11-16,Slovakia,Iceland,4,2,European Champ qual,Slovakia,1643,1479,49,88,130550000.0,74000000.0
2023-11-16,Montenegro,Lithuania,2,0,European Champ qual,Montenegro,1555,1327,67,127,60130000.0,18550000.0
2023-11-16,Luxembourg,Bosnia and Herzegovina,4,1,European Champ qual,Luxembourg,1517,1503,74,78,32900000.0,133400000.0
2023-11-16,Liechtenstein,Portugal,0,2,European Champ qual,Liechtenstein,958,2031,192,4,600000.0,968500000.0
2023-11-16,Georgia,Scotland,2,2,European Champ qual,Georgia,1640,1809,50,25,199050000.0,207830000.0
2023-11-16,Estonia,Austria,0,2,European Champ qual,Estonia,1370,1821,110,23,7000000.0,258300000.0
2023-11-16,Cyprus,Spain,1,3,European Champ qual,Cyprus,1314,2030,134,5,19100000.0,1310000000.0
2023-11-16,Azerbaijan,Sweden,3,0,European Champ qual,Azerbaijan,1500,1686,80,46,16230000.0,435380000.0
2023-11-16,Iran,Hong Kong,4,0,World Cup & As Cup q,Iran,1832,1064,20,179,34680000.0,3600000.0
2023-11-16,US Virgin Islands,Aruba,1,4,CONCACAF Nat League C,the US VirgIslands,613,988,230,188,0.0,125000.0
2023-11-16,British Virgin Islands,Dominica,1,2,CONCACAF Nat League C,the British VirgIslands,658,988,227,188,0.0,0.0
2023-11-16,Saint Kitts and Nevis,Saint Lucia,0,0,CONCACAF Nat League B,Saint Kitts and Nevis,1089,1128,176,170,575000.0,250000.0
2023-11-16,Venezuela,Ecuador,0,0,World Cup qualifier,Venezuela,1756,1876,29,15,62780000.0,366730000.0
2023-11-16,United States,Trinidad and Tobago,3,0,CONCACAF Nat League A,the United States,1808,1398,26,106,356700000.0,10100000.0
2023-11-16,Costa Rica,Panama,0,3,CONCACAF Nat League A,Costa Rica,1588,1754,63,31,18700000.0,32400000.0
2023-11-16,Colombia,Brazil,2,1,World Cup qualifier,Colombia,1962,2032,10,3,300500000.0,908700000.0
